fake_url,legit__url
http://fake152.com,https://real-site152.com
http://fake153.com,https://real-site153.com
http://fake154.com,https://real-site154.com
http://fake155.com,https://real-site155.com
http://fake156.com,https://real-site156.com
http://fake157.com,https://real-site157.com
http://fake158.com,https://real-site158.com
http://fake159.com,https://real-site159.com
http://fake160.com,https://real-site160.com
http://fake161.com,https://real-site161.com
http://fake162.com,https://real-site162.com
http://fake163.com,https://real-site163.com
http://fake164.com,https://real-site164.com
http://fake165.com,https://real-site165.com
http://fake166.com,https://real-site166.com
http://fake167.com,https://real-site167.com
http://fake168.com,https://real-site168.com
http://fake169.com,https://real-site169.com
http://fake170.com,https://real-site170.com
http://fake171.com,https://real-site171.com
http://fake172.com,https://real-site172.com
http://fake173.com,https://real-site173.com
http://fake174.com,https://real-site174.com
http://fake175.com,https://real-site175.com
http://fake176.com,https://real-site176.com
http://fake177.com,https://real-site177.com
http://fake178.com,https://real-site178.com
http://fake179.com,https://real-site179.com
http://fake180.com,https://real-site180.com
http://fake181.com,https://real-site181.com
http://fake182.com,https://real-site182.com
http://fake183.com,https://real-site183.com
http://fake184.com,https://real-site184.com
http://fake185.com,https://real-site185.com
http://fake186.com,https://real-site186.com
http://fake187.com,https://real-site187.com
http://fake188.com,https://real-site188.com
http://fake189.com,https://real-site189.com
http://fake190.com,https://real-site190.com
http://fake191.com,https://real-site191.com
http://fake192.com,https://real-site192.com
http://fake193.com,https://real-site193.com
http://fake194.com,https://real-site194.com
http://fake195.com,https://real-site195.com
http://fake196.com,https://real-site196.com
http://fake197.com,https://real-site197.com
http://fake198.com,https://real-site198.com
http://fake199.com,https://real-site199.com
http://fake200.com,https://real-site200.com
http://fake201.com,https://real-site201.com
http://fake202.com,https://real-site202.com
http://fake203.com,https://real-site203.com
http://fake204.com,https://real-site204.com
http://fake205.com,https://real-site205.com
http://fake206.com,https://real-site206.com
http://fake207.com,https://real-site207.com
http://fake208.com,https://real-site208.com
http://fake209.com,https://real-site209.com
http://fake210.com,https://real-site210.com
http://fake211.com,https://real-site211.com
http://fake212.com,https://real-site212.com
http://fake213.com,https://real-site213.com
http://fake214.com,https://real-site214.com
http://fake215.com,https://real-site215.com
http://fake216.com,https://real-site216.com
http://fake217.com,https://real-site217.com
http://fake218.com,https://real-site218.com
http://fake219.com,https://real-site219.com
http://fake220.com,https://real-site220.com
http://fake221.com,https://real-site221.com
http://fake222.com,https://real-site222.com
http://fake223.com,https://real-site223.com
http://fake224.com,https://real-site224.com
http://fake225.com,https://real-site225.com
http://fake226.com,https://real-site226.com
http://fake227.com,https://real-site227.com
http://fake228.com,https://real-site228.com
http://fake229.com,https://real-site229.com
http://fake230.com,https://real-site230.com
http://fake231.com,https://real-site231.com
http://fake232.com,https://real-site232.com
http://fake233.com,https://real-site233.com
http://fake234.com,https://real-site234.com
http://fake235.com,https://real-site235.com
http://fake236.com,https://real-site236.com
http://fake237.com,https://real-site237.com
http://fake238.com,https://real-site238.com
http://fake239.com,https://real-site239.com
http://fake240.com,https://real-site240.com
http://fake241.com,https://real-site241.com
http://fake242.com,https://real-site242.com
http://fake243.com,https://real-site243.com
http://fake244.com,https://real-site244.com
http://fake245.com,https://real-site245.com
http://fake246.com,https://real-site246.com
http://fake247.com,https://real-site247.com
http://fake248.com,https://real-site248.com
http://fake249.com,https://real-site249.com
http://fake250.com,https://real-site250.com
http://fake251.com,https://real-site251.com
http://fake252.com,https://real-site252.com
http://fake253.com,https://real-site253.com
http://fake254.com,https://real-site254.com
http://fake255.com,https://real-site255.com
http://fake256.com,https://real-site256.com
http://fake257.com,https://real-site257.com
http://fake258.com,https://real-site258.com
http://fake259.com,https://real-site259.com
http://fake260.com,https://real-site260.com
http://fake261.com,https://real-site261.com
http://fake262.com,https://real-site262.com
http://fake263.com,https://real-site263.com
http://fake264.com,https://real-site264.com
http://fake265.com,https://real-site265.com
http://fake266.com,https://real-site266.com
http://fake267.com,https://real-site267.com
http://fake268.com,https://real-site268.com
http://fake269.com,https://real-site269.com
http://fake270.com,https://real-site270.com
http://fake271.com,https://real-site271.com
http://fake272.com,https://real-site272.com
http://fake273.com,https://real-site273.com
http://fake274.com,https://real-site274.com
http://fake275.com,https://real-site275.com
http://fake276.com,https://real-site276.com
http://fake277.com,https://real-site277.com
http://fake278.com,https://real-site278.com
http://fake279.com,https://real-site279.com
http://fake280.com,https://real-site280.com
http://fake281.com,https://real-site281.com
http://fake282.com,https://real-site282.com
http://fake283.com,https://real-site283.com
http://fake284.com,https://real-site284.com
http://fake285.com,https://real-site285.com
http://fake286.com,https://real-site286.com
http://fake287.com,https://real-site287.com
http://fake288.com,https://real-site288.com
http://fake289.com,https://real-site289.com
http://fake290.com,https://real-site290.com
http://fake291.com,https://real-site291.com
http://fake292.com,https://real-site292.com
http://fake293.com,https://real-site293.com
http://fake294.com,https://real-site294.com
http://fake295.com,https://real-site295.com
http://fake296.com,https://real-site296.com
http://fake297.com,https://real-site297.com
http://fake298.com,https://real-site298.com
http://fake299.com,https://real-site299.com
http://fake300.com,https://real-site300.com
http://fake301.com,https://real-site301.com
http://fake302.com,https://real-site302.com
http://fake303.com,https://real-site303.com
http://fake304.com,https://real-site304.com
http://fake305.com,https://real-site305.com
http://fake306.com,https://real-site306.com
http://fake307.com,https://real-site307.com
http://fake308.com,https://real-site308.com
http://fake309.com,https://real-site309.com
http://fake310.com,https://real-site310.com
http://fake311.com,https://real-site311.com
http://fake312.com,https://real-site312.com
http://fake313.com,https://real-site313.com
http://fake314.com,https://real-site314.com
http://fake315.com,https://real-site315.com
http://fake316.com,https://real-site316.com
http://fake317.com,https://real-site317.com
http://fake318.com,https://real-site318.com
http://fake319.com,https://real-site319.com
http://fake320.com,https://real-site320.com
http://fake321.com,https://real-site321.com
http://fake322.com,https://real-site322.com
http://fake323.com,https://real-site323.com
http://fake324.com,https://real-site324.com
http://fake325.com,https://real-site325.com
http://fake326.com,https://real-site326.com
http://fake327.com,https://real-site327.com
http://fake328.com,https://real-site328.com
http://fake329.com,https://real-site329.com
http://fake330.com,https://real-site330.com
http://fake331.com,https://real-site331.com
http://fake332.com,https://real-site332.com
http://fake333.com,https://real-site333.com
http://fake334.com,https://real-site334.com
http://fake335.com,https://real-site335.com
http://fake336.com,https://real-site336.com
http://fake337.com,https://real-site337.com
http://fake338.com,https://real-site338.com
http://fake339.com,https://real-site339.com
http://fake340.com,https://real-site340.com
http://fake341.com,https://real-site341.com
http://fake342.com,https://real-site342.com
http://fake343.com,https://real-site343.com
http://fake344.com,https://real-site344.com
http://fake345.com,https://real-site345.com
http://fake346.com,https://real-site346.com
http://fake347.com,https://real-site347.com
http://fake348.com,https://real-site348.com
http://fake349.com,https://real-site349.com
http://fake350.com,https://real-site350.com
http://fake351.com,https://real-site351.com
http://fake352.com,https://real-site352.com
http://fake353.com,https://real-site353.com
http://fake354.com,https://real-site354.com
http://fake355.com,https://real-site355.com
http://fake356.com,https://real-site356.com
http://fake357.com,https://real-site357.com
http://fake358.com,https://real-site358.com
http://fake359.com,https://real-site359.com
http://fake360.com,https://real-site360.com
http://fake361.com,https://real-site361.com
http://fake362.com,https://real-site362.com
http://fake363.com,https://real-site363.com
http://fake364.com,https://real-site364.com
http://fake365.com,https://real-site365.com
http://fake366.com,https://real-site366.com
http://fake367.com,https://real-site367.com
http://fake368.com,https://real-site368.com
http://fake369.com,https://real-site369.com
http://fake370.com,https://real-site370.com
http://fake371.com,https://real-site371.com
http://fake372.com,https://real-site372.com
http://fake373.com,https://real-site373.com
http://fake374.com,https://real-site374.com
http://fake375.com,https://real-site375.com
http://fake376.com,https://real-site376.com
http://fake377.com,https://real-site377.com
http://fake378.com,https://real-site378.com
http://fake379.com,https://real-site379.com
http://fake380.com,https://real-site380.com
http://fake381.com,https://real-site381.com
http://fake382.com,https://real-site382.com
http://fake383.com,https://real-site383.com
http://fake384.com,https://real-site384.com
http://fake385.com,https://real-site385.com
http://fake386.com,https://real-site386.com
http://fake387.com,https://real-site387.com
http://fake388.com,https://real-site388.com
http://fake389.com,https://real-site389.com
http://fake390.com,https://real-site390.com
http://fake391.com,https://real-site391.com
http://fake392.com,https://real-site392.com
http://fake393.com,https://real-site393.com
http://fake394.com,https://real-site394.com
http://fake395.com,https://real-site395.com
http://fake396.com,https://real-site396.com
http://fake397.com,https://real-site397.com
http://fake398.com,https://real-site398.com
http://fake399.com,https://real-site399.com
http://fake400.com,https://real-site400.com
http://fake401.com,https://real-site401.com
http://fake402.com,https://real-site402.com
http://fake403.com,https://real-site403.com
http://fake404.com,https://real-site404.com
http://fake405.com,https://real-site405.com
http://fake406.com,https://real-site406.com
http://fake407.com,https://real-site407.com
http://fake408.com,https://real-site408.com
http://fake409.com,https://real-site409.com
http://fake410.com,https://real-site410.com
http://fake411.com,https://real-site411.com
http://fake412.com,https://real-site412.com
http://fake413.com,https://real-site413.com
http://fake414.com,https://real-site414.com
http://fake415.com,https://real-site415.com
http://fake416.com,https://real-site416.com
http://fake417.com,https://real-site417.com
http://fake418.com,https://real-site418.com
http://fake419.com,https://real-site419.com
http://fake420.com,https://real-site420.com
http://fake421.com,https://real-site421.com
http://fake422.com,https://real-site422.com
http://fake423.com,https://real-site423.com
http://fake424.com,https://real-site424.com
http://fake425.com,https://real-site425.com
http://fake426.com,https://real-site426.com
http://fake427.com,https://real-site427.com
http://fake428.com,https://real-site428.com
http://fake429.com,https://real-site429.com
http://fake430.com,https://real-site430.com
http://fake431.com,https://real-site431.com
http://fake432.com,https://real-site432.com
http://fake433.com,https://real-site433.com
http://fake434.com,https://real-site434.com
http://fake435.com,https://real-site435.com
http://fake436.com,https://real-site436.com
http://fake437.com,https://real-site437.com
http://fake438.com,https://real-site438.com
http://fake439.com,https://real-site439.com
http://fake440.com,https://real-site440.com
http://fake441.com,https://real-site441.com
http://fake442.com,https://real-site442.com
http://fake443.com,https://real-site443.com
http://fake444.com,https://real-site444.com
http://fake445.com,https://real-site445.com
http://fake446.com,https://real-site446.com
http://fake447.com,https://real-site447.com
http://fake448.com,https://real-site448.com
http://fake449.com,https://real-site449.com
http://fake450.com,https://real-site450.com
http://fake451.com,https://real-site451.com
http://fake452.com,https://real-site452.com
http://fake453.com,https://real-site453.com
http://fake454.com,https://real-site454.com
http://fake455.com,https://real-site455.com
http://fake456.com,https://real-site456.com
http://fake457.com,https://real-site457.com
http://fake458.com,https://real-site458.com
http://fake459.com,https://real-site459.com
http://fake460.com,https://real-site460.com
http://fake461.com,https://real-site461.com
http://fake462.com,https://real-site462.com
http://fake463.com,https://real-site463.com
http://fake464.com,https://real-site464.com
http://fake465.com,https://real-site465.com
http://fake466.com,https://real-site466.com
http://fake467.com,https://real-site467.com
http://fake468.com,https://real-site468.com
http://fake469.com,https://real-site469.com
http://fake470.com,https://real-site470.com
http://fake471.com,https://real-site471.com
http://fake472.com,https://real-site472.com
http://fake473.com,https://real-site473.com
http://fake474.com,https://real-site474.com
http://fake475.com,https://real-site475.com
http://fake476.com,https://real-site476.com
http://fake477.com,https://real-site477.com
http://fake478.com,https://real-site478.com
http://fake479.com,https://real-site479.com
http://fake480.com,https://real-site480.com
http://fake481.com,https://real-site481.com
http://fake482.com,https://real-site482.com
http://fake483.com,https://real-site483.com
http://fake484.com,https://real-site484.com
http://fake485.com,https://real-site485.com
http://fake486.com,https://real-site486.com
http://fake487.com,https://real-site487.com
http://fake488.com,https://real-site488.com
http://fake489.com,https://real-site489.com
http://fake490.com,https://real-site490.com
http://fake491.com,https://real-site491.com
http://fake492.com,https://real-site492.com
http://fake493.com,https://real-site493.com
http://fake494.com,https://real-site494.com
http://fake495.com,https://real-site495.com
http://fake496.com,https://real-site496.com
http://fake497.com,https://real-site497.com
http://fake498.com,https://real-site498.com
http://fake499.com,https://real-site499.com
http://fake500.com,https://real-site500.com
